Name,ID,Category,Color,Attribute,Life,Power,Counter,Cost,Ability Text,Type
Diable Jambe Venaison Shoot,OP02-046,Event,Green,null,null,null,,2,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.[Trigger] Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.,FILM/Straw Hat Crew
Paradise Totsuka,OP02-047,Event,Green,null,null,null,,1,[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less.[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,Land of Wano/Kouzuki Clan
Land of Wano,OP02-048,Stage,Green,null,null,null,,1,[Activate: Main] You may trash 1{Land of Wano}type card from your hand and rest this Stage: Set up to 1 of your DON!! cards as active.,Land of Wano
Emporio.Ivankov,OP02-049,Leader,Blue,Special,5,5000,,null,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",Impel Down/Revolutionary Army
Inazuma,OP02-050,Character,Blue,Slash,null,5000,+1000 Counter,4,"If you have 1 or less cards in your hand, this Character gains +2000 power.[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Impel Down/Revolutionary Army
Emporio.Ivankov,OP02-051,Character,Blue,Special,null,7000,,7,[On Play] Draw card(s)so that you have 3 cards in your hand and then play up to 1 blue{Impel Down}type Character card with a cost of 6 or less from your hand.,Impel Down/Revolutionary Army
Cabaji,OP02-052,Character,Blue,Slash,null,3000,+1000 Counter,2,"[On Play] If you have [Mohji], draw 2 cards and trash 1 card from your hand.",Buggy Pirates
Dracule Mihawk,OP02-055,Character,Blue,Slash,null,8000,+1000 Counter,6,null,The Seven Warlords of the Sea
Donquixote Doflamingo,OP02-056,Character,Blue,Special,null,2000,,1,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.,The Seven Warlords of the Sea/Donquixote Pirates
Buggy,OP02-058,Character,Blue,Slash,null,2000,+1000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue{Impel Down}type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Impel Down/Buggy Pirates
Mohji,OP02-060,Character,Blue,Wisdom,null,3000,+1000 Counter,1,null,Buggy Pirates
Morley,OP02-061,Character,Blue,Special,null,5000,+1000 Counter,4,"[When Attacking] If you have 1 or less cards in your hand, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",Giant/Revolutionary Army
Monkey.D.Luffy,OP02-062,Character,Blue,Strike,null,7000,,6,"[On Play]/[When Attacking] You may trash 2 cards from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn.(This card deals 2 damage.)",Impel Down/Straw Hat Crew
Mr.2.Bon.Kurei(Bentham),OP02-064,Character,Blue,Strike,null,5000,+2000 Counter,5,"[DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck. Then, at the end of this battle, place this Character at the bottom of the owner's deck.",Impel Down/Former Baroque Works
Mr.3(Galdino),OP02-065,Character,Blue,Special,null,5000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] You may trash 1 card from your hand: Set this Character as active.",Impel Down/Former Baroque Works
Impel Down All Stars,OP02-066,Event,Blue,null,null,null,,1,"[Main] You may trash 2 cards from your hand: If your Leader has the{Impel Down}type, draw up to 2 cards.[Trigger] Draw 2 cards.",Impel Down
Arabesque Brick Fist,OP02-067,Event,Blue,null,null,null,,2,[Main] Return up to 1 Character with a cost of 4 or less to the owner's hand.[Trigger] Activate this card's [Main] effect.,Fish-Man/Impel Down
Gum-Gum Rain,OP02-068,Event,Blue,null,null,null,,0,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.,Impel Down/Straw Hat Crew
DEATH WINK,OP02-069,Event,Blue,null,null,null,,3,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, draw cards so that you have 2 cards in your hand.[Trigger] Return up to 1 Character with a cost of 7 or less to the owner's hand.",Impel Down/Revolutionary Army
New Kama Land,OP02-070,Stage,Blue,null,null,null,,1,"[Activate: Main] You may rest this Stage: If your Leader is [Emporio.Ivankov], draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",Impel Down
Magellan,OP02-071,Leader,Purple,Special,5,5000,,null,"[Your Turn] [Once Per Turn] When a DON!! card on the field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",Impel Down
Zephyr,OP02-072,Leader,Purple/Black,Strike,4,5000,,null,"[When Attacking] DON!! −4(You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",FILM/Neo Navy
Little Sadi,OP02-073,Character,Purple,Wisdom,null,3000,+2000 Counter,3,[On Play] Play up to 1{Jailer Beast}type Character card from your hand.,Impel Down
Saldeath,OP02-074,Character,Purple,Wisdom,null,2000,+1000 Counter,1,"Your [Blugori] gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Impel Down
Shiki,OP02-075,Character,Purple,Slash,null,3000,+2000 Counter,2,[Trigger] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,FILM/Golden Lion Pirates
Shiryu,OP02-076,Character,Purple,Slash,null,5000,+1000 Counter,4,[On Play] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,Impel Down
Solitaire,OP02-077,Character,Purple,Slash,null,5000,+1000 Counter,3,null,Animal Kingdom Pirates/SMILE
Daifugo,OP02-078,Character,Purple,Ranged,null,5000,,3,[On Play] DON!! −2(You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1{SMILE}type Character card other than [Daifugo] with a cost of 3 or less from your hand.,Animal Kingdom Pirates/SMILE
Douglas Bullet,OP02-079,Character,Purple,Special,null,6000,+1000 Counter,5,[On Play] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,FILM/The Pirates Fest
Dobon,OP02-080,Character,Purple,Strike,null,4000,+1000 Counter,2,null,Animal Kingdom Pirates/SMILE
Domino,OP02-081,Character,Purple,Wisdom,null,2000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Impel Down
Byrnndi World,OP02-082,Character,Purple,Strike,null,8000,,8,[Activate: Main] DON!! −8(You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +792000 power during this turn.,World Pirates
Hannyabal,OP02-083,Character,Purple,Slash,null,2000,+1000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple{Impel Down}type card other than [Hannyabal] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Impel Down
Blugori,OP02-084,Character,Purple,Slash,null,3000,+1000 Counter,1,null,Animal/Impel Down
Magellan,OP02-085,Character,Purple,Special,null,6000,,5,"[On Play] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent returns 1 DON!! card from their field to their DON!! deck.[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",Impel Down
Minokoala,OP02-086,Character,Purple,Strike,null,5000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] If your Leader has the{Impel Down}type, add up to 1 DON!! card from your DON!! deck and rest it.",Impel Down/Jailer Beast
Minotaur,OP02-087,Character,Purple,Strike,null,5000,+1000 Counter,4,"[Double Attack](This card deals 2 damage.)[On K.O.] If your Leader has the{Impel Down}type, add up to 1 DON!! card from your DON!! deck and rest it.",Impel Down/Jailer Beast
Sphinx,OP02-088,Character,Purple,Strike,null,6000,+1000 Counter,4,null,Animal/Impel Down
Judgment of Hell,OP02-089,Event,Purple,null,null,null,,2,"[Counter] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",Impel Down
Hydra,OP02-090,Event,Purple,null,null,null,,1,"[Main] DON!! −1(You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −3000 power during this turn.[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",Impel Down
Venom Road,OP02-091,Event,Purple,null,null,null,,3,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active.[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",Impel Down
Impel Down,OP02-092,Stage,Purple,null,null,null,,1,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1{Impel Down}type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Impel Down
Isuka,OP02-094,Character,Black,Slash,null,4000,+1000 Counter,3,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active.",Navy
Onigumo,OP02-095,Character,Black,Slash,null,6000,+1000 Counter,5,"If there is a Character with a cost of 0, this Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)",Navy
Komille,OP02-097,Character,Black,Slash,null,3000,+1000 Counter,1,null,Navy
Jango,OP02-100,Character,Black,Slash,null,3000,+1000 Counter,2,"If you have [Fullbody], this Character cannot be K.O.'d in battle.",Navy
Strawberry,OP02-101,Character,Black,Slash,null,5000,,4,"[When Attacking] If there is a Character with a cost of 0, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",Navy
Smoker,OP02-102,Character,Black,Special,null,4000,+1000 Counter,3,"This Character cannot be K.O.'d by effects.[When Attacking] If there is a Character with a cost of 0, this Character gains +2000 power during this battle.",Navy
Sengoku,OP02-103,Character,Black,Wisdom,null,3000,+2000 Counter,2,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn.,Navy
Sentomaru,OP02-104,Character,Black,Slash,null,3000,+1000 Counter,2,[Trigger] Play this card.,Navy
Tashigi,OP02-105,Character,Black,Slash,null,5000,,3,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.,Navy
Doberman,OP02-107,Character,Black,Strike,null,4000,+1000 Counter,2,null,Navy
Hina,OP02-110,Character,Black,Special,null,6000,+1000 Counter,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] Select up to 1 of your opponent's Characters with a cost of 6 or less. The selected Character cannot attack during this turn.",Navy
Fullbody,OP02-111,Character,Black,Strike,null,3000,+1000 Counter,2,"[When Attacking] If you have [Jango], this card gains +3000 power during this battle.",Navy
Bell-mère,OP02-112,Character,Black,Ranged,null,1000,+1000 Counter,1,"[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −1 cost during this turn. Then, up to 1 of your Leader or Character cards gains +1000 power during this turn.",Navy
Monkey.D.Garp,OP02-115,Character,Black,Strike,null,3000,+2000 Counter,2,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,Navy
Yasakani Sacred Jewel,OP02-118,Event,Black,null,null,null,,1,[Counter] You may trash 1 card from your hand: Select up to 1 of your Characters. The selected Character cannot be K.O.'d during this battle.[Trigger] K.O. up to 1 of your opponent's Stages with a cost of 3 or less.,Navy
Meteor Volcano,OP02-119,Event,Black,null,null,null,,2,[Main] K.O. up to 1 of your opponent's Characters with a cost of 1 or less.[Trigger] Draw 2 cards and trash 1 card from your hand.,Navy
Uta,OP02-120,Character,Purple,Special,null,8000,,8,[On Play] DON!! −2(You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.,FILM
Kuzan,OP02-121,Character,Black,Special,null,10000,,10,[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,Former Navy
Adio,OP03-002,Character,Red,Ranged,null,5000,+1000 Counter,4,[DON!! x1] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,ODYSSEY
Curiel,OP03-004,Character,Red,Ranged,null,4000,+1000 Counter,3,This Character cannot attack a Leader on the turn in which it is played.[DON!! x1] This Character gains [Rush].(This card can attack on the turn in which it is played.),Whitebeard Pirates
Thatch,OP03-005,Character,Red,Slash,null,2000,+1000 Counter,1,"[Activate: Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn.",Whitebeard Pirates
Buggy,OP03-008,Character,Red,Slash,null,3000,,1,"This Character cannot be K.O.'d in battle by <Slash> attribute cards.[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Buggy Pirates
